attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,male,1982-04-21,37,Salaried,Not Eligible,Chief Aircraft Mechanic,2008-02-01,B,100,2017-01-14,91526,91526,0,22,100,Single,Bachelors Degree,2001471988
No,female,1974-05-12,45,Salaried,Not Eligible,Insulation Worker,2004-11-01,D,75,2015-05-12,85699,77206,8493,5,53,Married,Graduate Degree,2001471989
No,female,1958-07-19,60,Salaried,Eligible,Sound Mixer,2011-03-07,D,40,2017-02-04,152668,152668,0,9,19,Single,PhD,2001471990
No,male,1979-11-06,39,Salaried,Not Eligible,Clerk Information,2013-04-13,C,71,2016-03-01,162814,150753,12061,7,19,Married,Graduate Degree,2001471991
No,male,1976-09-13,42,Salaried,Eligible,Case Manager RN,2012-06-14,B,69,2014-04-04,64188,59988,4200,40,98,Married,PhD,2001471992
No,female,1970-02-27,49,Hourly,Not Eligible,Food Counter Worker,2016-06-10,C,93,2015-05-31,57315,57315,0,33,36,Married,PhD,2001471993
No,male,1961-06-08,58,Hourly,Not Eligible,Installer Pump,2009-08-09,D,50,2017-06-17,78450,76165,2285,2,24,Married,PhD,2001471994
No,female,1962-12-21,56,Salaried,Eligible,Value Engineer,2017-09-09,A,50,2016-10-30,113043,108695,4348,13,13,Married,PhD,2001471995
Yes,male,1965-01-29,54,Hourly,Not Eligible,Attendant Door,2011-02-01,A,65,2016-01-30,149150,149150,0,4,87,Single,Bachelors Degree,2001471996
No,female,1978-10-04,40,Salaried,Not Eligible,Clerk Medical Records,2012-03-02,B,60,2015-07-12,165435,149040,16395,5,28,Single,Some College,2001471997
Yes,male,1959-01-01,60,Salaried,Eligible,General Helper,2003-12-05,C,96,2013-06-15,175114,153608,21506,39,41,Married,PhD,2001471998
No,female,1973-10-12,45,Hourly,Not Eligible,Radio & Radar Technician,2016-12-22,C,95,2018-04-02,148236,130031,18205,38,90,Single,Bachelors Degree,2001471999
Yes,male,1959-05-10,60,Salaried,Not Eligible,Automobile Upholsterer,2013-05-09,B,41,2013-09-28,196921,182334,14587,2,89,Married,Bachelors Degree,2001472000
Yes,female,1968-01-19,51,Salaried,Not Eligible,Computer (Micro) Support Specialist,2012-03-09,C,65,2015-05-31,142947,142947,0,31,79,Married,Bachelors Degree,2001472001
No,male,1980-12-27,38,Salaried,Not Eligible,Baker Helper,2012-07-29,C,52,2015-11-10,183083,171105,11978,44,62,Married,PhD,2001472002
No,female,1974-09-08,44,Salaried,Eligible,Unit Clerk,2011-09-19,C,78,2018-06-01,130352,119588,10764,40,70,Married,Bachelors Degree,2001472003
No,female,1969-07-08,49,Salaried,Not Eligible,Child Development Specialist,2004-11-25,C,47,2017-10-31,141065,127085,13980,39,97,Married,Bachelors Degree,2001472004
No,male,1962-12-13,56,Salaried,Not Eligible,Packer/Crater,2014-04-29,A,100,2017-12-22,111653,108400,3253,38,45,Married,Bachelors Degree,2001472005
No,female,1971-08-13,47,Salaried,Not Eligible,Urban Renewal Manager,2012-04-01,D,41,2016-01-10,188723,186854,1869,32,26,Married,Some College,2001472006
No,male,1974-03-02,45,Hourly,Not Eligible,Loan Collector Commercial,2018-04-11,C,60,2016-03-08,109123,101039,8084,42,62,Married,PhD,2001472007
No,male,1967-06-02,52,Salaried,Not Eligible,Head Minister,2003-10-23,B,77,2017-02-25,60321,54837,5484,14,28,Single,Bachelors Degree,2001472008
No,male,1960-03-18,59,Salaried,Eligible,Management Development Manager,2012-04-10,C,73,2018-04-16,82704,76577,6127,9,94,Married,Some College,2001472009
No,female,1976-02-21,43,Hourly,Not Eligible,Aircraft Navigator,2013-06-02,C,100,2014-09-11,56221,56221,0,11,46,Married,Some College,2001472010
No,male,1972-07-12,46,Salaried,Not Eligible,Glazier Plate Glass,2005-09-15,B,61,2015-10-19,67045,67045,0,45,79,Single,Some College,2001472011
No,female,1980-10-05,38,Salaried,Not Eligible,Telephone Dispatch Supervisor,2013-11-23,C,84,2018-03-16,197499,189902,7597,44,23,Single,Some College,2001472012
No,female,1961-12-05,57,Salaried,Not Eligible,Test Data Acquisition Technician,2014-03-10,C,73,2015-08-30,55260,53650,1610,31,85,Single,Some College,2001472013
Yes,male,1960-10-23,58,Salaried,Not Eligible,Safety Engineer Product,2017-01-10,A,97,2017-01-07,59069,55204,3865,40,52,Married,Some College,2001472014
No,male,1984-04-08,35,Salaried,Not Eligible,Marking Clerk,2007-04-18,C,100,2017-07-08,171208,160007,11201,22,43,Married,Bachelors Degree,2001472015
No,female,1961-05-27,58,Salaried,Eligible,Contract Administration Supervisor,2016-02-08,C,45,2013-08-28,112532,104196,8336,10,27,Married,PhD,2001472016
No,female,1973-04-22,46,Salaried,Not Eligible,IT Librarian,2006-05-20,A,93,2017-07-04,105807,92006,13801,26,75,Single,Bachelors Degree,2001472017
No,female,1960-01-03,59,Salaried,Eligible,Engineer Product Safety,2011-06-21,A,37,2015-12-08,83670,75378,8292,26,18,Married,Some College,2001472018
No,male,1975-11-29,43,Salaried,Eligible,IT Consultant,2009-05-16,C,30,2017-07-31,187732,184050,3682,20,15,Married,Some College,2001472019
No,female,1963-02-10,56,Salaried,Eligible,Attorney Practicing,2003-12-09,D,49,2017-10-15,73940,70419,3521,19,22,Married,Some College,2001472020
Yes,male,1962-11-02,56,Salaried,Not Eligible,Computer Systems Engineer,2015-07-24,B,78,2016-09-17,150910,147950,2960,7,40,Married,Bachelors Degree,2001472021
No,male,1980-05-10,39,Salaried,Not Eligible,Engineer Plant,2005-06-24,D,87,2014-01-28,170001,163462,6539,38,23,Married,Some College,2001472022
No,female,1977-09-25,41,Salaried,Not Eligible,Medication Certified Technician,2017-08-17,D,100,2016-12-02,76004,76004,0,45,11,Married,Some College,2001472023
Yes,male,1981-02-09,38,Salaried,Not Eligible,Sales Order Manager,2014-07-28,B,77,2014-08-16,173218,164969,8249,6,31,Married,Some College,2001472024
No,male,1981-02-12,38,Salaried,Not Eligible,Manager Applications Programming,2009-04-07,C,86,2015-07-06,106233,95705,10528,21,35,Married,PhD,2001472025
Yes,female,1958-10-28,60,Salaried,Not Eligible,Building Superintendent,2013-06-03,A,54,2014-12-18,143846,143846,0,32,40,Married,PhD,2001472026
No,female,1967-03-19,52,Salaried,Not Eligible,Engineer Optical,2005-03-04,D,45,2018-03-08,77028,69394,7634,35,53,Married,Graduate Degree,2001472027
No,male,1963-06-17,56,Salaried,Not Eligible,Nurse First Aid,2003-12-05,A,44,2015-02-08,65864,65864,0,12,60,Married,Graduate Degree,2001472028
No,female,1966-05-10,53,Salaried,Not Eligible,Wafer Fabricator Operator,2015-05-05,C,70,2017-06-13,173521,166847,6674,38,98,Single,Bachelors Degree,2001472029
No,female,1983-07-13,35,Salaried,Eligible,Urban Renewal Manager,2008-07-16,A,50,2016-06-17,185178,171461,13717,34,19,Married,PhD,2001472030
Yes,female,1984-04-10,35,Salaried,Not Eligible,Technician Mechanical Design,2008-07-18,D,94,2013-07-12,153406,150398,3008,3,45,Married,Some College,2001472031
No,female,1972-09-04,46,Salaried,Not Eligible,Speech and Language Pathologist,2005-08-17,D,67,2015-11-19,69357,69357,0,30,30,Married,PhD,2001472032
No,female,1968-06-07,51,Salaried,Eligible,Employee Services Supervisor,2003-11-21,D,87,2013-10-26,132065,116871,15194,36,57,Married,Graduate Degree,2001472033
No,female,1978-04-25,41,Salaried,Not Eligible,Engineering Laboratory Technician,2006-12-18,C,34,2018-05-30,73823,73823,0,25,45,Married,Graduate Degree,2001472034
No,female,1965-02-07,54,Salaried,Not Eligible,Aide Legal,2010-05-25,C,79,2016-09-14,172124,172124,0,13,70,Single,Bachelors Degree,2001472035
Yes,male,1968-11-27,50,Hourly,Not Eligible,Security Consultant,2004-12-17,D,33,2017-08-18,155197,141088,14109,27,79,Married,PhD,2001472036
No,male,1969-08-18,49,Salaried,Not Eligible,Curator,2016-07-11,A,42,2015-06-09,153869,147950,5919,27,22,Married,PhD,2001472037
Yes,male,1982-09-22,36,Hourly,Not Eligible,Representative Training,2013-05-15,B,99,2014-06-03,101422,92201,9221,11,45,Single,PhD,2001472038
Yes,male,1980-03-16,39,Salaried,Not Eligible,Architect Data,2015-11-10,C,38,2017-11-15,172285,149813,22472,38,39,Married,Graduate Degree,2001472039
No,male,1984-03-16,35,Hourly,Not Eligible,"Executive Secretary, CEO",2009-01-31,C,100,2013-11-17,197428,184512,12916,14,99,Single,Some College,2001472040
No,male,1982-05-25,37,Salaried,Not Eligible,Medical General Surgeon,2005-05-17,C,64,2014-01-18,159055,152937,6118,4,21,Married,Graduate Degree,2001472041
No,female,1965-05-17,54,Salaried,Not Eligible,Supervisor Tax Compliance,2009-02-22,D,42,2015-10-11,143003,130002,13001,19,30,Married,Bachelors Degree,2001472042
No,male,1962-08-14,56,Salaried,Not Eligible,Job Printer,2013-07-25,B,53,2016-05-19,183366,165194,18172,33,71,Married,PhD,2001472043
No,male,1974-02-22,45,Salaried,Not Eligible,Job Analyst,2013-12-04,B,36,2016-01-17,119153,112408,6745,8,54,Married,PhD,2001472044
No,female,1962-03-11,57,Hourly,Not Eligible,Counselor Financial Aid,2016-01-19,C,52,2013-11-29,96522,94629,1893,26,41,Married,Bachelors Degree,2001472045
No,male,1978-01-20,41,Salaried,Not Eligible,Research and Development Supervisor 1,2011-01-17,A,44,2013-07-12,101744,98780,2964,2,90,Single,Graduate Degree,2001472046
No,male,1960-02-17,59,Salaried,Eligible,Medical Equipment Servicer,2016-04-15,C,91,2015-01-12,145323,127476,17847,23,38,Married,Graduate Degree,2001472047
No,female,1970-09-23,48,Salaried,Not Eligible,MRI Technologist,2017-02-19,B,31,2017-05-26,149029,133061,15968,24,67,Married,Some College,2001472048
No,male,1972-05-28,47,Salaried,Not Eligible,Construction Contractor,2010-10-10,C,98,2015-10-22,84538,82880,1658,27,66,Married,Some College,2001472049
No,male,1978-02-20,41,Salaried,Not Eligible,Supervisor Dining Room,2016-08-01,D,96,2017-11-19,192739,178462,14277,19,63,Married,Some College,2001472050
No,female,1964-12-22,54,Salaried,Not Eligible,Medical Records Administrator,2008-12-19,A,30,2014-04-17,140031,138644,1387,3,16,Married,Graduate Degree,2001472051
Yes,male,1968-11-19,50,Salaried,Not Eligible,Operator Refinery,2014-02-17,B,33,2015-10-19,170478,170478,0,2,66,Married,Some College,2001472052
Yes,male,1981-04-19,38,Hourly,Not Eligible,Business Development Manager,2009-02-16,A,94,2015-07-15,188502,176170,12332,6,18,Married,Graduate Degree,2001472053
No,female,1968-10-04,50,Salaried,Not Eligible,Operating Systems Programming Supervisor,2004-12-17,B,41,2015-05-31,120308,115680,4628,36,15,Married,PhD,2001472054
No,female,1963-05-09,56,Salaried,Not Eligible,Vault Teller,2008-07-02,C,32,2014-01-12,194844,172428,22416,0,72,Married,Bachelors Degree,2001472055
Yes,female,1958-11-22,60,Hourly,Eligible,Data Entry Operator Lead,2014-08-08,D,85,2015-06-15,59788,54851,4937,45,70,Married,Graduate Degree,2001472056
Yes,male,1977-01-19,42,Salaried,Eligible,Laborer Slaughter,2013-05-21,A,48,2016-12-23,119420,115941,3479,36,69,Single,Some College,2001472057
Yes,male,1968-12-24,50,Salaried,Eligible,Manager Chemical Plant,2016-12-20,A,57,2017-09-01,94955,94955,0,2,38,Married,Some College,2001472058
No,female,1981-08-13,37,Salaried,Eligible,General Clerk,2012-07-24,C,99,2014-01-01,185078,172970,12108,45,19,Single,PhD,2001472059
No,female,1968-04-18,51,Hourly,Not Eligible,Preschool Teacher,2006-10-02,D,45,2014-12-19,114362,102108,12254,43,99,Single,PhD,2001472060
No,female,1966-08-04,52,Salaried,Not Eligible,Designer Tool,2015-12-19,C,100,2016-08-27,158565,148191,10374,5,43,Married,PhD,2001472061
No,female,1974-05-13,45,Salaried,Not Eligible,Generic Engineering Supervisor,2014-12-28,C,96,2017-08-06,178808,159649,19159,18,66,Married,Some College,2001472062
No,female,1964-05-07,55,Hourly,Not Eligible,Dairy Processing Operator,2006-05-08,B,63,2014-10-15,187891,175599,12292,10,70,Single,Some College,2001472063
No,female,1964-05-05,55,Salaried,Not Eligible,Manager Real Estate,2007-07-22,D,66,2016-06-22,158824,155709,3115,31,44,Single,Some College,2001472064
No,male,1964-01-03,55,Hourly,Not Eligible,Medical Admitting Clerk,2015-01-03,D,67,2015-05-17,79992,79992,0,40,95,Married,PhD,2001472065
No,female,1970-11-23,48,Salaried,Eligible,Business Office Manager,2005-08-08,C,100,2014-08-12,163560,154301,9259,44,19,Married,Some College,2001472066
No,female,1967-03-19,52,Salaried,Not Eligible,Layout Worker,2007-01-22,B,74,2015-05-28,129633,120030,9603,39,61,Married,PhD,2001472067
Yes,male,1964-08-11,54,Salaried,Not Eligible,Tax Research Manager,2015-06-19,D,73,2016-03-02,82734,82734,0,36,40,Single,Bachelors Degree,2001472068
No,female,1964-06-25,54,Hourly,Not Eligible,Repairer Jewelry,2005-10-12,C,85,2016-03-07,190357,169961,20396,16,58,Married,Graduate Degree,2001472069
No,female,1981-06-04,38,Salaried,Not Eligible,Molder Injection,2004-11-09,B,79,2014-09-16,123346,113161,10185,8,98,Single,Bachelors Degree,2001472070
Yes,male,1978-08-05,40,Salaried,Not Eligible,Technician Cardiac Monitor,2004-12-13,D,63,2017-08-30,120186,117829,2357,14,75,Single,Some College,2001472071
No,male,1967-07-16,51,Salaried,Not Eligible,Spectroscopist,2008-01-18,B,50,2013-09-29,84830,79280,5550,15,89,Married,Graduate Degree,2001472072
No,female,1963-08-30,55,Salaried,Not Eligible,Airplane Flight Attendant,2013-11-07,A,95,2013-09-12,101175,97283,3892,35,98,Married,Some College,2001472073
Yes,female,1978-09-10,40,Hourly,Not Eligible,Attendant Linen Room,2016-10-17,D,95,2016-06-27,98597,89633,8964,12,78,Married,Bachelors Degree,2001472074
No,female,1979-01-04,40,Salaried,Not Eligible,Operator Varitype,2013-03-09,B,80,2014-05-10,188086,170987,17099,12,37,Single,Some College,2001472075
Yes,male,1968-08-02,50,Salaried,Not Eligible,Home Therapy Teacher,2007-03-14,A,52,2017-07-16,53819,53819,0,45,23,Married,PhD,2001472076
Yes,female,1982-04-26,37,Hourly,Not Eligible,Cargo Services Supervisor,2005-02-15,D,49,2017-04-03,169414,162898,6516,11,74,Married,PhD,2001472077
No,female,1978-02-06,41,Salaried,Not Eligible,Power Shovel Operator,2011-11-28,A,73,2015-10-06,148892,140464,8428,45,24,Married,PhD,2001472078
No,male,1971-11-16,47,Hourly,Eligible,Building & Facilities Supervisor,2008-11-05,D,31,2013-06-26,153233,144559,8674,27,99,Single,PhD,2001472079
No,female,1960-07-02,58,Salaried,Not Eligible,Microbiology Technologist,2015-10-22,C,50,2018-02-06,134542,121209,13333,42,37,Single,Graduate Degree,2001472080
Yes,male,1964-03-10,55,Salaried,Not Eligible,Computer Disaster Planner,2005-11-09,C,67,2014-01-31,140076,130912,9164,31,100,Married,Bachelors Degree,2001472081
No,female,1976-05-07,43,Hourly,Not Eligible,Manager Payroll,2018-03-04,A,78,2017-04-26,68557,68557,0,24,16,Married,Bachelors Degree,2001472082
No,female,1972-05-26,47,Salaried,Not Eligible,Product Development Supervisor 2,2010-06-08,C,33,2016-03-16,137595,128593,9002,25,35,Married,Graduate Degree,2001472083
Yes,male,1968-04-20,51,Salaried,Not Eligible,Street Light Servicer,2009-04-11,D,47,2015-01-27,132749,118525,14224,41,12,Single,Graduate Degree,2001472084
No,female,1975-09-06,43,Salaried,Not Eligible,Project Coordinator,2013-05-24,C,80,2016-09-04,105235,93959,11276,13,51,Married,Some College,2001472085
Yes,female,1964-01-22,55,Hourly,Not Eligible,Technician Studio,2007-01-17,A,79,2014-01-23,97633,96666,967,1,36,Single,Graduate Degree,2001472086
No,female,1962-12-06,56,Salaried,Not Eligible,Bulldozer Operator,2017-10-28,B,74,2016-07-20,51307,45404,5903,25,40,Married,Graduate Degree,2001472087
No,male,1979-05-26,40,Salaried,Eligible,Physician Industrial,2010-10-18,D,74,2014-09-13,77688,76918,770,21,76,Single,Bachelors Degree,2001472088
No,male,1964-07-21,54,Salaried,Not Eligible,Terrazzo Finisher,2007-12-04,C,91,2018-04-25,54429,48167,6262,3,26,Married,Some College,2001472089
Yes,male,1984-04-29,35,Hourly,Eligible,Board Operator,2003-10-20,C,90,2014-07-12,75818,75818,0,43,82,Single,Some College,2001472090
Yes,male,1959-02-12,60,Hourly,Not Eligible,Cardiac Monitor Technician,2015-06-05,D,65,2014-01-15,177238,165642,11596,3,20,Single,Graduate Degree,2001472091
No,male,1983-03-26,36,Hourly,Not Eligible,Sales Manager Export,2009-02-18,C,71,2013-06-16,158322,141358,16964,11,49,Married,Some College,2001472092
No,male,1967-01-11,52,Salaried,Not Eligible,Nibbler Operator,2003-09-19,B,49,2014-05-03,160026,158441,1585,26,86,Single,Graduate Degree,2001472093
No,male,1967-04-02,52,Hourly,Eligible,Computer Applications & Programming Supervisor,2008-10-28,A,38,2018-01-23,185357,173230,12127,5,77,Married,Graduate Degree,2001472094
No,female,1972-08-03,46,Salaried,Not Eligible,Lock Expert,2009-09-30,A,91,2015-07-15,117672,109973,7699,2,68,Married,Bachelors Degree,2001472095
Yes,male,1972-09-28,46,Salaried,Eligible,Physical Therapy Manager,2017-01-29,A,35,2015-09-17,160041,160041,0,27,76,Married,Some College,2001472096
No,female,1979-03-05,40,Salaried,Not Eligible,Supervisor Drafting,2015-05-17,A,79,2015-01-01,170016,153167,16849,42,62,Married,Graduate Degree,2001472097
Yes,male,1970-07-18,48,Hourly,Not Eligible,Tunneling Machine Operator,2008-12-10,C,63,2018-01-29,76478,70163,6315,9,31,Single,PhD,2001472098
No,female,1960-04-10,59,Hourly,Not Eligible,Manager Advertising,2012-06-30,B,65,2013-10-05,106538,104449,2089,12,39,Single,PhD,2001472099
No,male,1981-09-12,37,Salaried,Not Eligible,Stress Analyst,2009-08-24,C,89,2014-11-21,126725,111162,15563,12,84,Married,Graduate Degree,2001472100
Yes,male,1967-02-22,52,Hourly,Not Eligible,Engineer Transportation,2008-03-05,C,50,2015-09-11,191876,177662,14214,37,49,Single,Bachelors Degree,2001472101
Yes,female,1967-03-14,52,Salaried,Eligible,Medical Periodontist,2010-03-16,D,77,2017-08-08,52086,47350,4736,4,24,Married,Some College,2001472102
No,male,1977-12-10,41,Hourly,Not Eligible,Specification Writer,2012-06-14,A,64,2017-05-11,170918,170918,0,15,30,Married,Some College,2001472103
No,female,1980-10-11,38,Salaried,Not Eligible,Manager Transportation,2004-03-03,A,69,2014-12-22,114762,101559,13203,36,11,Married,PhD,2001472104
No,male,1975-08-09,43,Hourly,Eligible,Wire Drawer,2017-10-17,A,72,2013-07-26,169960,154509,15451,10,62,Single,Some College,2001472105
No,female,1969-11-24,49,Salaried,Not Eligible,Engineer Plant,2004-07-31,B,79,2018-02-03,130832,121140,9692,34,47,Single,Some College,2001472106
No,female,1965-04-19,54,Salaried,Not Eligible,Engineering Supervisor Chemical,2013-09-28,D,45,2013-12-29,119602,104914,14688,10,63,Married,Some College,2001472107
Yes,male,1960-10-27,58,Salaried,Not Eligible,Writer of Prose or Fiction,2007-01-18,A,80,2017-09-20,172653,159863,12790,17,92,Married,Some College,2001472108
Yes,male,1965-02-10,54,Hourly,Eligible,Baggage Porter Head,2007-03-27,B,55,2015-04-20,94417,88240,6177,26,38,Married,Some College,2001472109
Yes,male,1975-05-12,44,Salaried,Not Eligible,Clerk File,2007-10-29,B,45,2015-10-10,83056,72222,10834,15,22,Single,Bachelors Degree,2001472110
No,male,1973-12-06,45,Salaried,Not Eligible,Engineer Materials Generic,2011-06-30,B,88,2016-01-07,99163,92675,6488,5,34,Married,Bachelors Degree,2001472111
No,female,1964-01-17,55,Salaried,Not Eligible,Mechanic Avionics,2009-06-13,B,44,2014-10-10,73324,64319,9005,15,78,Married,PhD,2001472112
No,female,1973-02-22,46,Salaried,Not Eligible,Drafter Apprentice,2003-08-13,A,34,2015-10-29,179533,176012,3521,14,79,Married,PhD,2001472113
No,female,1969-02-28,50,Salaried,Not Eligible,Supervisor Packaging,2007-02-17,D,55,2018-02-19,129686,129686,0,39,67,Married,Bachelors Degree,2001472114
Yes,male,1958-07-28,60,Salaried,Eligible,Supervisor Assembly,2017-03-13,A,58,2014-06-07,102949,102949,0,44,12,Married,PhD,2001472115
Yes,male,1967-02-08,52,Salaried,Not Eligible,Industrial Designer,2012-12-20,A,50,2015-05-03,179400,156000,23400,42,15,Married,Bachelors Degree,2001472116
No,female,1969-09-17,49,Salaried,Not Eligible,Capacity Planner,2013-03-07,A,46,2016-01-14,128844,112038,16806,17,61,Married,PhD,2001472117
No,female,1963-04-13,56,Salaried,Not Eligible,Audiovisual Repairer,2004-08-24,B,85,2015-05-20,53800,48468,5332,40,32,Single,Graduate Degree,2001472118
No,female,1964-06-01,55,Hourly,Not Eligible,Lecturer,2006-09-11,A,92,2015-05-31,133644,119324,14320,43,99,Married,Bachelors Degree,2001472119
Yes,male,1971-12-26,47,Salaried,Not Eligible,Supervisor Motor Vehicle,2005-08-06,C,57,2018-05-24,52841,49850,2991,42,69,Married,Bachelors Degree,2001472120
No,male,1966-08-12,52,Hourly,Not Eligible,Transportation Engineer,2014-03-03,D,59,2017-08-01,178354,176588,1766,14,60,Single,Some College,2001472121
No,female,1962-01-29,57,Salaried,Not Eligible,Manager Government Affairs,2011-02-12,B,84,2014-12-16,78230,75221,3009,38,70,Married,Some College,2001472122
Yes,male,1972-06-18,46,Hourly,Not Eligible,Total Quality Management Head Hospital,2007-06-14,A,67,2014-02-12,199153,197181,1972,30,24,Single,Graduate Degree,2001472123
Yes,male,1961-03-23,58,Salaried,Eligible,Checker Retail,2017-12-25,A,61,2015-10-07,182004,168522,13482,8,31,Married,Some College,2001472124
Yes,male,1972-03-21,47,Hourly,Eligible,Operator Transcribing Machine,2006-03-13,D,41,2013-07-24,75674,70068,5606,25,99,Married,PhD,2001472125
No,male,1968-01-26,51,Salaried,Not Eligible,Operator Sound Board,2012-03-12,C,44,2014-08-04,186201,169273,16928,30,25,Married,Graduate Degree,2001472126
No,female,1968-02-27,51,Salaried,Not Eligible,Nurse Industrial,2013-01-19,B,67,2014-10-17,169662,169662,0,22,95,Single,Graduate Degree,2001472127
Yes,male,1973-06-01,46,Hourly,Not Eligible,Repairer Automotive Maintenance,2017-05-01,D,37,2017-01-08,76163,68615,7548,12,89,Married,Graduate Degree,2001472128
No,female,1981-09-28,37,Salaried,Not Eligible,Machine Shop Drill Press Setup,2006-04-03,D,55,2017-04-16,152756,152756,0,3,50,Married,Graduate Degree,2001472129
Yes,male,1961-08-25,57,Salaried,Eligible,Tailor Alteration,2006-12-07,C,78,2014-11-14,114743,104311,10432,8,71,Married,PhD,2001472130
No,female,1962-09-23,56,Salaried,Not Eligible,Furniture Restorer,2013-02-07,B,78,2017-03-29,127263,122368,4895,33,31,Single,PhD,2001472131
Yes,female,1976-02-16,43,Salaried,Not Eligible,Supervisor EEO,2016-08-07,C,46,2016-11-03,135200,135200,0,36,43,Married,PhD,2001472132
No,female,1978-12-31,40,Hourly,Not Eligible,Technician Mechanical Design,2004-10-20,A,67,2013-07-29,193252,184049,9203,1,29,Married,Bachelors Degree,2001472133
No,female,1979-06-01,40,Salaried,Not Eligible,Self Service Laundry Operator,2003-06-13,B,85,2013-08-19,194792,175488,19304,9,31,Single,Bachelors Degree,2001472134
Yes,male,1976-01-02,43,Salaried,Not Eligible,Aircraft Maintenance Person,2016-02-03,B,71,2016-11-25,192001,176147,15854,18,33,Married,Graduate Degree,2001472135
No,male,1965-06-29,53,Salaried,Not Eligible,Computer Desktop Publisher,2013-02-07,B,65,2014-12-07,174213,159828,14385,39,96,Married,Graduate Degree,2001472136
No,male,1972-02-16,47,Salaried,Eligible,Captain Ship,2009-01-02,D,30,2014-04-23,82448,82448,0,34,11,Single,PhD,2001472137
Yes,male,1970-02-18,49,Hourly,Not Eligible,Coordinator Educational Resource,2015-09-12,A,41,2017-11-17,105524,97707,7817,38,33,Single,Bachelors Degree,2001472138
No,male,1965-06-22,53,Hourly,Not Eligible,Automobile Upholsterer,2012-12-18,B,57,2013-07-03,113828,109450,4378,43,47,Single,Bachelors Degree,2001472139
No,female,1972-04-11,47,Salaried,Not Eligible,Supervisor Motor Vehicle,2011-06-29,B,41,2014-06-25,121328,110298,11030,15,100,Married,Graduate Degree,2001472140
No,male,1965-08-24,53,Salaried,Not Eligible,Aide Teacher,2016-05-02,D,82,2015-02-24,143263,143263,0,19,81,Single,Graduate Degree,2001472141
Yes,male,1960-10-12,58,Salaried,Not Eligible,Analyst Market Research,2006-09-26,C,53,2014-09-27,162614,153409,9205,42,78,Married,Bachelors Degree,2001472142
No,female,1966-01-04,53,Hourly,Not Eligible,Manager Medical Unit,2016-08-13,B,99,2015-06-30,67077,67077,0,42,94,Single,PhD,2001472143
Yes,male,1976-05-18,43,Salaried,Not Eligible,Operator Sound Board,2017-11-17,A,43,2013-06-14,189629,172390,17239,9,11,Single,Graduate Degree,2001472144
No,female,1981-11-25,37,Salaried,Eligible,Computer Sales Representative,2005-03-03,C,90,2014-10-13,106604,102503,4101,8,61,Single,Some College,2001472145
No,male,1965-12-02,53,Hourly,Eligible,Telemarketing Supervisor,2010-01-06,B,63,2017-07-14,183027,166388,16639,17,96,Married,Bachelors Degree,2001472146
No,female,1976-11-03,42,Hourly,Not Eligible,Banking Installment Loan Clerk,2005-01-06,A,58,2014-06-25,155793,149800,5993,31,94,Single,Graduate Degree,2001472147
No,male,1960-04-29,59,Hourly,Not Eligible,Technical Librarian,2013-05-06,B,36,2015-02-19,159539,153402,6137,9,81,Single,Graduate Degree,2001472148
No,female,1959-01-23,60,Hourly,Not Eligible,Automotive Engineer,2007-09-16,B,69,2017-08-09,89918,83257,6661,11,45,Single,PhD,2001472149
Yes,male,1978-12-23,40,Salaried,Not Eligible,Food Scientist,2007-09-12,D,57,2017-09-17,81462,81462,0,36,37,Married,Bachelors Degree,2001472150
No,female,1959-01-16,60,Salaried,Not Eligible,Chemist,2006-03-03,A,73,2016-03-05,184023,184023,0,28,18,Single,PhD,2001472151
No,female,1974-07-20,44,Salaried,Not Eligible,Business Manager,2009-05-01,A,30,2017-01-12,80466,71208,9258,13,57,Single,Some College,2001472152
No,male,1980-01-01,39,Hourly,Not Eligible,Technician Television,2006-05-06,C,100,2015-09-13,132519,125017,7502,13,81,Single,Bachelors Degree,2001472153
No,male,1959-04-10,60,Salaried,Not Eligible,Government Affairs Manager,2005-08-25,B,61,2015-06-24,113897,99909,13988,13,24,Married,PhD,2001472154
Yes,female,1980-06-30,38,Hourly,Not Eligible,Engineer Manufacturing,2014-10-12,D,50,2016-05-03,144818,128157,16661,13,41,Married,Bachelors Degree,2001472155
No,female,1981-07-13,37,Hourly,Eligible,Truck Crane Operator,2008-12-22,A,77,2015-01-08,195153,175813,19340,38,36,Single,Some College,2001472156
No,male,1983-11-25,35,Salaried,Eligible,Office Supervisor,2014-06-02,C,89,2014-09-14,138068,134046,4022,30,94,Married,Some College,2001472157
No,female,1961-10-16,57,Salaried,Not Eligible,Electrician Helper,2010-03-10,A,37,2016-11-28,175443,167088,8355,3,43,Married,Graduate Degree,2001472158
No,female,1982-02-18,37,Hourly,Not Eligible,Field Sales Supervisor,2013-06-20,D,36,2015-09-10,154454,154454,0,7,56,Married,Bachelors Degree,2001472159
No,female,1973-09-12,45,Salaried,Eligible,Metallurgical Lab Assistant,2011-12-05,A,61,2014-04-07,126421,118150,8271,40,21,Single,PhD,2001472160
No,female,1984-02-20,35,Salaried,Not Eligible,Librarian Law,2013-01-15,D,48,2018-05-17,84963,81695,3268,31,71,Single,Bachelors Degree,2001472161
