attrition,gender,birthday,age,staff_category,stock_options,job_title,hire_date,performance_rating,employee_satisfaction,last_promotion_date,recent_salary,prior_salary,last_raise,commute_distance,percent_travel,marital_status,education,employee_id
No,female,04-06-1981,38,Salaried,Not Eligible,Molder Injection,09-11-2004,B,79,16-09-2014,123346,113161,10185,8,98,Single,Bachelors Degree,2001472070
Yes,male,05-08-1978,40,Salaried,Not Eligible,Technician Cardiac Monitor,13-12-2004,D,63,30-08-2017,120186,117829,2357,14,75,Single,Some College,2001472071
No,male,16-07-1967,51,Salaried,Not Eligible,Spectroscopist,18-01-2008,B,50,29-09-2013,84830,79280,5550,15,89,Married,Graduate Degree,2001472072
No,female,30-08-1963,55,Salaried,Not Eligible,Airplane Flight Attendant,07-11-2013,A,95,12-09-2013,101175,97283,3892,35,98,Married,Some College,2001472073
Yes,female,10-09-1978,40,Hourly,Not Eligible,Attendant Linen Room,17-10-2016,D,95,27-06-2016,98597,89633,8964,12,78,Married,Bachelors Degree,2001472074
No,female,04-01-1979,40,Salaried,Not Eligible,Operator Varitype,09-03-2013,B,80,10-05-2014,188086,170987,17099,12,37,Single,Some College,2001472075
Yes,male,02-08-1968,50,Salaried,Not Eligible,Home Therapy Teacher,14-03-2007,A,52,16-07-2017,53819,53819,0,45,23,Married,PhD,2001472076
Yes,female,26-04-1982,37,Hourly,Not Eligible,Cargo Services Supervisor,15-02-2005,D,49,03-04-2017,169414,162898,6516,11,74,Married,PhD,2001472077
No,female,06-02-1978,41,Salaried,Not Eligible,Power Shovel Operator,28-11-2011,A,73,06-10-2015,148892,140464,8428,45,24,Married,PhD,2001472078
No,male,16-11-1971,47,Hourly,Eligible,Building & Facilities Supervisor,05-11-2008,D,31,26-06-2013,153233,144559,8674,27,99,Single,PhD,2001472079
No,female,02-07-1960,58,Salaried,Not Eligible,Microbiology Technologist,22-10-2015,C,50,06-02-2018,134542,121209,13333,42,37,Single,Graduate Degree,2001472080
Yes,male,10-03-1964,55,Salaried,Not Eligible,Computer Disaster Planner,09-11-2005,C,67,31-01-2014,140076,130912,9164,31,100,Married,Bachelors Degree,2001472081
No,female,07-05-1976,43,Hourly,Not Eligible,Manager Payroll,04-03-2018,A,78,26-04-2017,68557,68557,0,24,16,Married,Bachelors Degree,2001472082
No,female,26-05-1972,47,Salaried,Not Eligible,Product Development Supervisor 2,08-06-2010,C,33,16-03-2016,137595,128593,9002,25,35,Married,Graduate Degree,2001472083
Yes,male,20-04-1968,51,Salaried,Not Eligible,Street Light Servicer,11-04-2009,D,47,27-01-2015,132749,118525,14224,41,12,Single,Graduate Degree,2001472084
No,female,06-09-1975,43,Salaried,Not Eligible,Project Coordinator,24-05-2013,C,80,04-09-2016,105235,93959,11276,13,51,Married,Some College,2001472085
Yes,female,22-01-1964,55,Hourly,Not Eligible,Technician Studio,17-01-2007,A,79,23-01-2014,97633,96666,967,1,36,Single,Graduate Degree,2001472086
No,female,06-12-1962,56,Salaried,Not Eligible,Bulldozer Operator,28-10-2017,B,74,20-07-2016,51307,45404,5903,25,40,Married,Graduate Degree,2001472087
No,male,26-05-1979,40,Salaried,Eligible,Physician Industrial,18-10-2010,D,74,13-09-2014,77688,76918,770,21,76,Single,Bachelors Degree,2001472088
No,male,21-07-1964,54,Salaried,Not Eligible,Terrazzo Finisher,04-12-2007,C,91,25-04-2018,54429,48167,6262,3,26,Married,Some College,2001472089
Yes,male,29-04-1984,35,Hourly,Eligible,Board Operator,20-10-2003,C,90,12-07-2014,75818,75818,0,43,82,Single,Some College,2001472090
Yes,male,12-02-1959,60,Hourly,Not Eligible,Cardiac Monitor Technician,05-06-2015,D,65,15-01-2014,177238,165642,11596,3,20,Single,Graduate Degree,2001472091
No,male,26-03-1983,36,Hourly,Not Eligible,Sales Manager Export,18-02-2009,C,71,16-06-2013,158322,141358,16964,11,49,Married,Some College,2001472092
No,male,11-01-1967,52,Salaried,Not Eligible,Nibbler Operator,19-09-2003,B,49,03-05-2014,160026,158441,1585,26,86,Single,Graduate Degree,2001472093
No,male,02-04-1967,52,Hourly,Eligible,Computer Applications & Programming Supervisor,28-10-2008,A,38,23-01-2018,185357,173230,12127,5,77,Married,Graduate Degree,2001472094
No,female,03-08-1972,46,Salaried,Not Eligible,Lock Expert,30-09-2009,A,91,15-07-2015,117672,109973,7699,2,68,Married,Bachelors Degree,2001472095
Yes,male,28-09-1972,46,Salaried,Eligible,Physical Therapy Manager,29-01-2017,A,35,17-09-2015,160041,160041,0,27,76,Married,Some College,2001472096
No,female,05-03-1979,40,Salaried,Not Eligible,Supervisor Drafting,17-05-2015,A,79,01-01-2015,170016,153167,16849,42,62,Married,Graduate Degree,2001472097
Yes,male,18-07-1970,48,Hourly,Not Eligible,Tunneling Machine Operator,10-12-2008,C,63,29-01-2018,76478,70163,6315,9,31,Single,PhD,2001472098
No,female,10-04-1960,59,Hourly,Not Eligible,Manager Advertising,30-06-2012,B,65,05-10-2013,106538,104449,2089,12,39,Single,PhD,2001472099
No,male,12-09-1981,37,Salaried,Not Eligible,Stress Analyst,24-08-2009,C,89,21-11-2014,126725,111162,15563,12,84,Married,Graduate Degree,2001472100
Yes,male,22-02-1967,52,Hourly,Not Eligible,Engineer Transportation,05-03-2008,C,50,11-09-2015,191876,177662,14214,37,49,Single,Bachelors Degree,2001472101
Yes,female,14-03-1967,52,Salaried,Eligible,Medical Periodontist,16-03-2010,D,77,08-08-2017,52086,47350,4736,4,24,Married,Some College,2001472102
No,male,10-12-1977,41,Hourly,Not Eligible,Specification Writer,14-06-2012,A,64,11-05-2017,170918,170918,0,15,30,Married,Some College,2001472103
No,female,11-10-1980,38,Salaried,Not Eligible,Manager Transportation,03-03-2004,A,69,22-12-2014,114762,101559,13203,36,11,Married,PhD,2001472104
No,male,09-08-1975,43,Hourly,Eligible,Wire Drawer,17-10-2017,A,72,26-07-2013,169960,154509,15451,10,62,Single,Some College,2001472105
No,female,24-11-1969,49,Salaried,Not Eligible,Engineer Plant,31-07-2004,B,79,03-02-2018,130832,121140,9692,34,47,Single,Some College,2001472106
No,female,19-04-1965,54,Salaried,Not Eligible,Engineering Supervisor Chemical,28-09-2013,D,45,29-12-2013,119602,104914,14688,10,63,Married,Some College,2001472107
Yes,male,27-10-1960,58,Salaried,Not Eligible,Writer of Prose or Fiction,18-01-2007,A,80,20-09-2017,172653,159863,12790,17,92,Married,Some College,2001472108
Yes,male,10-02-1965,54,Hourly,Eligible,Baggage Porter Head,27-03-2007,B,55,20-04-2015,94417,88240,6177,26,38,Married,Some College,2001472109
Yes,male,12-05-1975,44,Salaried,Not Eligible,Clerk File,29-10-2007,B,45,10-10-2015,83056,72222,10834,15,22,Single,Bachelors Degree,2001472110
No,male,06-12-1973,45,Salaried,Not Eligible,Engineer Materials Generic,30-06-2011,B,88,07-01-2016,99163,92675,6488,5,34,Married,Bachelors Degree,2001472111
No,female,17-01-1964,55,Salaried,Not Eligible,Mechanic Avionics,13-06-2009,B,44,10-10-2014,73324,64319,9005,15,78,Married,PhD,2001472112
No,female,22-02-1973,46,Salaried,Not Eligible,Drafter Apprentice,13-08-2003,A,34,29-10-2015,179533,176012,3521,14,79,Married,PhD,2001472113
No,female,28-02-1969,50,Salaried,Not Eligible,Supervisor Packaging,17-02-2007,D,55,19-02-2018,129686,129686,0,39,67,Married,Bachelors Degree,2001472114
Yes,male,28-07-1958,60,Salaried,Eligible,Supervisor Assembly,13-03-2017,A,58,07-06-2014,102949,102949,0,44,12,Married,PhD,2001472115
Yes,male,08-02-1967,52,Salaried,Not Eligible,Industrial Designer,20-12-2012,A,50,03-05-2015,179400,156000,23400,42,15,Married,Bachelors Degree,2001472116
No,female,17-09-1969,49,Salaried,Not Eligible,Capacity Planner,07-03-2013,A,46,14-01-2016,128844,112038,16806,17,61,Married,PhD,2001472117
No,female,13-04-1963,56,Salaried,Not Eligible,Audiovisual Repairer,24-08-2004,B,85,20-05-2015,53800,48468,5332,40,32,Single,Graduate Degree,2001472118
No,female,01-06-1964,55,Hourly,Not Eligible,Lecturer,11-09-2006,A,92,31-05-2015,133644,119324,14320,43,99,Married,Bachelors Degree,2001472119
Yes,male,26-12-1971,47,Salaried,Not Eligible,Supervisor Motor Vehicle,06-08-2005,C,57,24-05-2018,52841,49850,2991,42,69,Married,Bachelors Degree,2001472120
No,male,12-08-1966,52,Hourly,Not Eligible,Transportation Engineer,03-03-2014,D,59,01-08-2017,178354,176588,1766,14,60,Single,Some College,2001472121
No,female,29-01-1962,57,Salaried,Not Eligible,Manager Government Affairs,12-02-2011,B,84,16-12-2014,78230,75221,3009,38,70,Married,Some College,2001472122
Yes,male,18-06-1972,46,Hourly,Not Eligible,Total Quality Management Head Hospital,14-06-2007,A,67,12-02-2014,199153,197181,1972,30,24,Single,Graduate Degree,2001472123
Yes,male,23-03-1961,58,Salaried,Eligible,Checker Retail,25-12-2017,A,61,07-10-2015,182004,168522,13482,8,31,Married,Some College,2001472124
Yes,male,21-03-1972,47,Hourly,Eligible,Operator Transcribing Machine,13-03-2006,D,41,24-07-2013,75674,70068,5606,25,99,Married,PhD,2001472125
No,male,26-01-1968,51,Salaried,Not Eligible,Operator Sound Board,12-03-2012,C,44,04-08-2014,186201,169273,16928,30,25,Married,Graduate Degree,2001472126
No,female,27-02-1968,51,Salaried,Not Eligible,Nurse Industrial,19-01-2013,B,67,17-10-2014,169662,169662,0,22,95,Single,Graduate Degree,2001472127
Yes,male,01-06-1973,46,Hourly,Not Eligible,Repairer Automotive Maintenance,01-05-2017,D,37,08-01-2017,76163,68615,7548,12,89,Married,Graduate Degree,2001472128
No,female,28-09-1981,37,Salaried,Not Eligible,Machine Shop Drill Press Setup,03-04-2006,D,55,16-04-2017,152756,152756,0,3,50,Married,Graduate Degree,2001472129
Yes,male,25-08-1961,57,Salaried,Eligible,Tailor Alteration,07-12-2006,C,78,14-11-2014,114743,104311,10432,8,71,Married,PhD,2001472130
No,female,23-09-1962,56,Salaried,Not Eligible,Furniture Restorer,07-02-2013,B,78,29-03-2017,127263,122368,4895,33,31,Single,PhD,2001472131
Yes,female,16-02-1976,43,Salaried,Not Eligible,Supervisor EEO,07-08-2016,C,46,03-11-2016,135200,135200,0,36,43,Married,PhD,2001472132
No,female,31-12-1978,40,Hourly,Not Eligible,Technician Mechanical Design,20-10-2004,A,67,29-07-2013,193252,184049,9203,1,29,Married,Bachelors Degree,2001472133
No,female,01-06-1979,40,Salaried,Not Eligible,Self Service Laundry Operator,13-06-2003,B,85,19-08-2013,194792,175488,19304,9,31,Single,Bachelors Degree,2001472134
Yes,male,02-01-1976,43,Salaried,Not Eligible,Aircraft Maintenance Person,03-02-2016,B,71,25-11-2016,192001,176147,15854,18,33,Married,Graduate Degree,2001472135
No,male,29-06-1965,53,Salaried,Not Eligible,Computer Desktop Publisher,07-02-2013,B,65,07-12-2014,174213,159828,14385,39,96,Married,Graduate Degree,2001472136
No,male,16-02-1972,47,Salaried,Eligible,Captain Ship,02-01-2009,D,30,23-04-2014,82448,82448,0,34,11,Single,PhD,2001472137
Yes,male,18-02-1970,49,Hourly,Not Eligible,Coordinator Educational Resource,12-09-2015,A,41,17-11-2017,105524,97707,7817,38,33,Single,Bachelors Degree,2001472138
No,male,22-06-1965,53,Hourly,Not Eligible,Automobile Upholsterer,18-12-2012,B,57,03-07-2013,113828,109450,4378,43,47,Single,Bachelors Degree,2001472139
No,female,11-04-1972,47,Salaried,Not Eligible,Supervisor Motor Vehicle,29-06-2011,B,41,25-06-2014,121328,110298,11030,15,100,Married,Graduate Degree,2001472140
No,male,24-08-1965,53,Salaried,Not Eligible,Aide Teacher,02-05-2016,D,82,24-02-2015,143263,143263,0,19,81,Single,Graduate Degree,2001472141
Yes,male,12-10-1960,58,Salaried,Not Eligible,Analyst Market Research,26-09-2006,C,53,27-09-2014,162614,153409,9205,42,78,Married,Bachelors Degree,2001472142
No,female,04-01-1966,53,Hourly,Not Eligible,Manager Medical Unit,13-08-2016,B,99,30-06-2015,67077,67077,0,42,94,Single,PhD,2001472143
Yes,male,18-05-1976,43,Salaried,Not Eligible,Operator Sound Board,17-11-2017,A,43,14-06-2013,189629,172390,17239,9,11,Single,Graduate Degree,2001472144
No,female,25-11-1981,37,Salaried,Eligible,Computer Sales Representative,03-03-2005,C,90,13-10-2014,106604,102503,4101,8,61,Single,Some College,2001472145
No,male,02-12-1965,53,Hourly,Eligible,Telemarketing Supervisor,06-01-2010,B,63,14-07-2017,183027,166388,16639,17,96,Married,Bachelors Degree,2001472146
No,female,03-11-1976,42,Hourly,Not Eligible,Banking Installment Loan Clerk,06-01-2005,A,58,25-06-2014,155793,149800,5993,31,94,Single,Graduate Degree,2001472147
No,male,29-04-1960,59,Hourly,Not Eligible,Technical Librarian,06-05-2013,B,36,19-02-2015,159539,153402,6137,9,81,Single,Graduate Degree,2001472148
No,female,23-01-1959,60,Hourly,Not Eligible,Automotive Engineer,16-09-2007,B,69,09-08-2017,89918,83257,6661,11,45,Single,PhD,2001472149
Yes,male,23-12-1978,40,Salaried,Not Eligible,Food Scientist,12-09-2007,D,57,17-09-2017,81462,81462,0,36,37,Married,Bachelors Degree,2001472150
No,female,16-01-1959,60,Salaried,Not Eligible,Chemist,03-03-2006,A,73,05-03-2016,184023,184023,0,28,18,Single,PhD,2001472151
No,female,20-07-1974,44,Salaried,Not Eligible,Business Manager,01-05-2009,A,30,12-01-2017,80466,71208,9258,13,57,Single,Some College,2001472152
No,male,01-01-1980,39,Hourly,Not Eligible,Technician Television,06-05-2006,C,100,13-09-2015,132519,125017,7502,13,81,Single,Bachelors Degree,2001472153
No,male,10-04-1959,60,Salaried,Not Eligible,Government Affairs Manager,25-08-2005,B,61,24-06-2015,113897,99909,13988,13,24,Married,PhD,2001472154
Yes,female,30-06-1980,38,Hourly,Not Eligible,Engineer Manufacturing,12-10-2014,D,50,03-05-2016,144818,128157,16661,13,41,Married,Bachelors Degree,2001472155
No,female,13-07-1981,37,Hourly,Eligible,Truck Crane Operator,22-12-2008,A,77,08-01-2015,195153,175813,19340,38,36,Single,Some College,2001472156
No,male,25-11-1983,35,Salaried,Eligible,Office Supervisor,02-06-2014,C,89,14-09-2014,138068,134046,4022,30,94,Married,Some College,2001472157
No,female,16-10-1961,57,Salaried,Not Eligible,Electrician Helper,10-03-2010,A,37,28-11-2016,175443,167088,8355,3,43,Married,Graduate Degree,2001472158
No,female,18-02-1982,37,Hourly,Not Eligible,Field Sales Supervisor,20-06-2013,D,36,10-09-2015,154454,154454,0,7,56,Married,Bachelors Degree,2001472159
No,female,12-09-1973,45,Salaried,Eligible,Metallurgical Lab Assistant,05-12-2011,A,61,07-04-2014,126421,118150,8271,40,21,Single,PhD,2001472160
No,female,20-02-1984,35,Salaried,Not Eligible,Librarian Law,15-01-2013,D,48,17-05-2018,84963,81695,3268,31,71,Single,Bachelors Degree,2001472161
Yes,male,18-12-1976,42,Hourly,Not Eligible,Supervisor Carpenter,21-04-2007,D,64,26-02-2016,61670,58179,3491,28,56,Married,Some College,2001472162
No,female,17-10-1980,38,Salaried,Not Eligible,IT Processing Scheduler,04-06-2015,C,98,21-07-2014,75814,75063,751,45,12,Single,PhD,2001472163
Yes,female,20-07-1983,35,Salaried,Eligible,School Secretary,18-08-2015,B,99,05-01-2016,159775,150731,9044,44,35,Married,PhD,2001472164
No,female,20-02-1977,42,Salaried,Not Eligible,Computer Programmer Quality Assurance,14-05-2010,C,90,06-10-2017,168323,165022,3301,9,27,Married,PhD,2001472165
No,male,19-10-1970,48,Salaried,Eligible,Repairer Maintenance/Utility,06-02-2018,A,87,01-06-2014,91986,86779,5207,26,55,Single,PhD,2001472166
Yes,female,07-10-1972,46,Salaried,Not Eligible,PBX Receptionist,15-06-2003,C,63,08-09-2013,173419,157653,15766,19,72,Married,Graduate Degree,2001472167
Yes,male,16-07-1963,55,Salaried,Not Eligible,Microbiology Technologist,18-03-2016,C,68,25-08-2017,73074,65832,7242,39,18,Single,Bachelors Degree,2001472168
No,male,27-01-1969,50,Hourly,Not Eligible,Assistant Administrative,25-05-2014,C,96,26-01-2017,95159,84211,10948,34,35,Married,Graduate Degree,2001472169
No,male,23-12-1966,52,Salaried,Not Eligible,Analyst Database,30-12-2006,D,82,01-04-2016,139621,121409,18212,15,49,Single,PhD,2001472170
Yes,male,30-08-1958,60,Salaried,Not Eligible,Dining Room Attendant,07-06-2006,C,34,07-03-2014,64880,62990,1890,31,37,Married,Bachelors Degree,2001472171
No,female,09-07-1976,42,Hourly,Not Eligible,Manufactured Buildings Worker,16-06-2013,D,53,03-03-2014,80012,80012,0,42,83,Single,PhD,2001472172
No,female,20-06-1977,41,Salaried,Not Eligible,Proof Machine Operator,16-04-2010,B,68,22-11-2016,173087,161763,11324,29,27,Single,Some College,2001472173
Yes,male,29-04-1961,58,Salaried,Not Eligible,Technician Lab Utilities,28-05-2015,B,94,17-04-2015,183764,180160,3604,30,27,Married,Bachelors Degree,2001472174
No,female,11-04-1964,55,Salaried,Not Eligible,Supervisor Shipping & Receiving,03-09-2008,B,89,14-03-2018,92659,89960,2699,26,94,Married,Graduate Degree,2001472175
Yes,male,18-03-1961,58,Hourly,Not Eligible,Technical Aide Test Data,11-01-2010,B,83,09-02-2017,158548,158548,0,20,31,Married,PhD,2001472176
Yes,male,29-04-1976,43,Salaried,Not Eligible,Oiler,01-10-2011,C,77,07-11-2016,128070,112342,15728,17,68,Married,Bachelors Degree,2001472177
Yes,male,10-06-1959,60,Hourly,Not Eligible,Counselor Substance Abuse,20-08-2003,A,43,10-01-2015,178416,169920,8496,10,78,Married,Some College,2001472178
No,male,13-06-1963,56,Hourly,Not Eligible,Tube & Tire Repairer,22-04-2013,C,56,25-01-2015,142818,140017,2801,36,40,Married,Graduate Degree,2001472179
No,male,25-11-1976,42,Salaried,Not Eligible,Technician Human Resources,02-10-2017,B,49,14-02-2018,79574,79574,0,31,56,Married,PhD,2001472180
No,male,20-03-1973,46,Salaried,Not Eligible,Molding Operator Compression,28-05-2008,A,73,12-08-2016,55873,52710,3163,39,80,Married,Graduate Degree,2001472181
Yes,male,02-02-1969,50,Salaried,Eligible,Manager Brewing,04-10-2015,C,39,20-03-2016,110995,101830,9165,36,37,Single,Some College,2001472182
Yes,female,09-01-1967,52,Salaried,Not Eligible,Personal Lines Underwriter,06-11-2015,A,91,27-12-2015,173927,165644,8283,27,23,Married,PhD,2001472183
No,male,14-02-1965,54,Salaried,Not Eligible,Anchor Person,05-06-2005,A,82,01-03-2015,54158,51092,3066,24,54,Married,PhD,2001472184
No,female,08-06-1967,52,Salaried,Not Eligible,Drafter Apprentice,24-06-2009,A,95,22-03-2016,135942,133276,2666,7,12,Married,Some College,2001472185
No,male,04-06-1965,54,Salaried,Not Eligible,Tractor Trailer Truck Driver,06-03-2010,B,51,24-04-2017,153248,134428,18820,9,59,Single,Some College,2001472186
No,female,15-06-1959,60,Salaried,Eligible,Designer Fashion,16-04-2011,B,71,03-07-2016,73459,72018,1441,8,66,Married,Some College,2001472187
No,female,26-05-1965,54,Hourly,Eligible,Photographic Plate Maker,05-09-2017,B,73,23-10-2017,173218,160387,12831,15,65,Married,Bachelors Degree,2001472188
No,female,04-08-1960,58,Hourly,Not Eligible,Architect Landscape,12-06-2013,B,34,29-07-2014,126577,111032,15545,36,33,Married,PhD,2001472189
No,female,31-01-1968,51,Salaried,Not Eligible,Program Proposals Coordinator,04-10-2006,D,70,02-04-2017,85354,74871,10483,27,49,Single,PhD,2001472190
Yes,male,10-07-1958,60,Hourly,Not Eligible,Manufacturing Engineering Supervisor,09-12-2006,D,96,13-11-2016,188075,186212,1863,4,18,Married,Some College,2001472191
No,male,18-10-1962,56,Salaried,Not Eligible,Medical Audiologist,29-08-2013,D,45,24-04-2014,170334,152083,18251,27,98,Married,PhD,2001472192
No,male,03-01-1973,46,Salaried,Not Eligible,Aircraft Inspector,16-01-2012,A,92,29-08-2013,89975,78925,11050,27,28,Married,Some College,2001472193
No,female,28-07-1968,50,Salaried,Eligible,Telecommunications Analyst,17-09-2016,A,81,21-12-2013,178207,178207,0,2,71,Married,Some College,2001472194
No,male,02-05-1978,41,Hourly,Eligible,Machine Shop Supervisor,03-09-2013,D,78,29-02-2016,98289,97315,974,12,49,Single,Some College,2001472195
No,male,23-04-1966,53,Salaried,Not Eligible,Plant Controller,17-08-2016,B,38,01-12-2015,65015,61919,3096,18,80,Single,Bachelors Degree,2001472196
No,male,16-05-1978,41,Hourly,Not Eligible,Installer Telephone Station,06-12-2014,B,49,14-04-2014,83730,73447,10283,39,39,Married,Graduate Degree,2001472197
No,male,02-12-1975,43,Salaried,Not Eligible,Estimator Cost,05-02-2015,B,59,05-06-2016,158005,138600,19405,18,45,Married,PhD,2001472198
Yes,male,03-03-1963,56,Salaried,Not Eligible,Credit Investigator,06-08-2007,A,66,29-08-2015,158363,148002,10361,0,20,Married,Graduate Degree,2001472199
No,female,02-04-1962,57,Salaried,Eligible,Dump Truck Driver,05-03-2007,B,50,25-11-2017,59624,53715,5909,24,13,Married,Bachelors Degree,2001472200
Yes,male,05-07-1973,45,Hourly,Not Eligible,Word Processor,29-04-2009,B,95,09-03-2015,113939,100830,13109,9,27,Married,Some College,2001472201
No,female,27-12-1959,59,Hourly,Not Eligible,Crop Farm Worker,23-05-2008,A,55,04-09-2017,153654,153654,0,38,50,Married,Graduate Degree,2001472202
No,female,14-06-1962,57,Hourly,Not Eligible,Physical Therapy Technician,23-03-2006,D,81,12-03-2018,155625,144097,11528,42,14,Married,Some College,2001472203
No,male,30-07-1959,59,Hourly,Not Eligible,Bail Bonding Agent,05-08-2009,D,31,25-07-2017,87539,85822,1717,13,37,Married,PhD,2001472204
No,male,18-09-1960,58,Salaried,Eligible,Nurse Anesthetist,07-03-2017,C,85,06-01-2017,164259,157941,6318,21,14,Married,Bachelors Degree,2001472205
No,female,14-09-1966,52,Salaried,Not Eligible,Construction Assistant Superintendent,14-08-2003,B,79,30-06-2015,199791,197812,1979,18,15,Married,Graduate Degree,2001472206
No,male,20-10-1963,55,Salaried,Eligible,Audiologist,23-05-2016,D,93,28-01-2014,52138,52138,0,9,13,Single,PhD,2001472207
Yes,female,28-07-1962,56,Salaried,Not Eligible,Representative Floor Broker,24-02-2008,D,49,13-11-2015,126117,117866,8251,12,64,Single,Graduate Degree,2001472208
No,female,06-12-1960,58,Hourly,Not Eligible,Investment Analyst,20-10-2007,D,43,05-01-2016,67462,61891,5571,10,71,Married,Graduate Degree,2001472209
No,female,04-05-1984,35,Hourly,Not Eligible,Counselor,02-06-2012,D,68,05-07-2015,175750,154166,21584,43,85,Single,Graduate Degree,2001472210
No,female,06-01-1974,45,Salaried,Not Eligible,Mechanic Aircraft,03-04-2011,D,97,23-11-2017,130908,113833,17075,29,33,Single,PhD,2001472211
No,male,20-03-1984,35,Salaried,Not Eligible,LPN,19-12-2012,D,37,11-07-2015,54200,54200,0,1,24,Single,Graduate Degree,2001472212
Yes,male,06-07-1960,58,Hourly,Not Eligible,Radar & Radio Technician,28-07-2007,C,95,11-11-2016,65052,61954,3098,19,22,Married,Bachelors Degree,2001472213
No,female,15-06-1970,49,Salaried,Not Eligible,Clerk Funds Transfer,27-10-2015,D,60,04-07-2017,69283,60774,8509,44,36,Married,Some College,2001472214
No,male,05-02-1966,53,Salaried,Not Eligible,Supervisor Employment,14-05-2016,C,75,15-06-2014,95863,85591,10272,41,76,Single,PhD,2001472215
Yes,male,31-10-1968,50,Hourly,Eligible,Attendant Flight,10-11-2008,A,32,31-01-2015,153559,144866,8693,8,15,Single,PhD,2001472216
No,female,11-03-1984,35,Salaried,Not Eligible,Supervisor 2 Accounting,26-04-2015,C,96,14-02-2014,169433,155443,13990,2,50,Single,Some College,2001472217
No,male,07-05-1959,60,Hourly,Not Eligible,IT Data Control Supervisor,01-10-2016,B,51,19-06-2016,140903,128093,12810,25,33,Married,PhD,2001472218
No,male,20-11-1982,36,Salaried,Not Eligible,Collector Loan,26-09-2004,D,38,16-08-2016,115853,112478,3375,26,44,Married,Bachelors Degree,2001472219
No,female,11-10-1983,35,Hourly,Not Eligible,Consultant 2,05-09-2010,C,40,12-09-2015,138408,138408,0,43,29,Married,Some College,2001472220
No,male,25-09-1968,50,Hourly,Not Eligible,Tape Librarian,04-06-2013,A,75,30-01-2014,57153,54954,2199,28,68,Married,PhD,2001472221
No,male,05-05-1961,58,Salaried,Not Eligible,Plant Supervisor,22-03-2016,B,52,26-05-2016,141664,131170,10494,37,96,Single,Some College,2001472222
Yes,male,09-06-1975,44,Salaried,Not Eligible,Engineer Safety,29-11-2005,C,62,09-12-2015,83808,80584,3224,12,43,Single,Graduate Degree,2001472223
No,male,11-10-1971,47,Salaried,Eligible,Receptionist,18-08-2015,B,82,23-08-2017,105170,102106,3064,43,66,Married,Bachelors Degree,2001472224
No,male,02-03-1982,37,Salaried,Not Eligible,Reliability Engineer,13-11-2004,C,94,19-04-2017,58229,52458,5771,11,60,Married,Graduate Degree,2001472225
Yes,male,07-09-1962,56,Hourly,Not Eligible,Medical Radiologist Diagnostic,09-02-2004,C,39,10-05-2014,118937,109116,9821,39,21,Married,PhD,2001472226
No,male,20-09-1971,47,Hourly,Not Eligible,Secretary Administrative,19-12-2014,D,89,26-12-2014,89910,83250,6660,13,45,Married,Graduate Degree,2001472227
No,male,30-06-1961,57,Salaried,Eligible,Manager Employee Services,13-04-2008,D,80,23-03-2018,102655,102655,0,40,100,Married,Some College,2001472228
Yes,male,24-10-1980,38,Hourly,Not Eligible,Clerk Inventory,20-09-2017,D,55,07-11-2014,179802,176276,3526,27,17,Married,Bachelors Degree,2001472229
Yes,male,14-05-1983,36,Salaried,Not Eligible,Insurance Automobile Damage Appraiser,25-02-2010,C,44,10-10-2016,168957,162458,6499,9,43,Married,Graduate Degree,2001472230
No,male,22-05-1980,39,Hourly,Not Eligible,Industrial Engineering Technician,18-04-2011,A,47,01-05-2016,76174,76174,0,31,70,Single,Graduate Degree,2001472231
No,female,04-10-1969,49,Hourly,Not Eligible,Archivist,17-10-2016,A,67,30-04-2016,90212,90212,0,11,39,Married,Some College,2001472232
No,female,04-12-1971,47,Hourly,Eligible,Gate Guard,24-10-2009,A,31,08-07-2013,84491,84491,0,42,70,Single,Graduate Degree,2001472233
No,male,26-05-1972,47,Salaried,Not Eligible,Operator Central Office,01-01-2013,B,61,13-01-2018,129538,117761,11777,18,89,Married,PhD,2001472234
Yes,male,16-08-1975,43,Salaried,Not Eligible,Engineering Environmental Manager,25-01-2012,C,94,04-06-2014,89326,83482,5844,7,81,Single,PhD,2001472235
Yes,male,12-04-1980,39,Hourly,Not Eligible,Abstract Writer,09-07-2016,C,30,20-02-2015,80904,71596,9308,13,78,Single,Bachelors Degree,2001472236
No,male,18-05-1970,49,Salaried,Not Eligible,Auditing Manager Internal,27-10-2016,B,89,11-03-2016,145554,134772,10782,27,19,Single,PhD,2001472237
Yes,male,30-08-1978,40,Salaried,Not Eligible,Lead Computer Programmer,21-04-2014,A,92,12-03-2017,92030,84431,7599,21,91,Single,Bachelors Degree,2001472238
No,female,01-04-1969,50,Hourly,Not Eligible,Numerical Control Machine Operator,19-04-2006,B,52,29-04-2017,57083,49637,7446,36,71,Married,PhD,2001472239
Yes,male,23-01-1961,58,Hourly,Not Eligible,Supervisor EEO,29-07-2005,D,88,27-10-2014,170767,155242,15525,1,26,Single,Graduate Degree,2001472240
No,female,14-11-1976,42,Hourly,Not Eligible,Agent Ticket,08-10-2005,B,82,24-11-2015,83554,73292,10262,13,73,Single,PhD,2001472241
No,male,28-02-1961,58,Hourly,Not Eligible,Supply Clerk,22-08-2012,B,46,19-06-2014,185471,176639,8832,19,82,Married,Graduate Degree,2001472242
